Created by Sam Guyette
Date and time of script execution: 2019-07-09 09:29:23

Condensed Table
*Free Shipping
,Website,SSCT3270SR,SSCT3270SP,SSCT5270SR,SSCT5270DR,SSCT7270SR,SSCT3170SR,SSCT3170DR,SSCT5170SR,SSCT5170DR,SSCT3470SR,SSCT5470SR,DDJT120,DDJT520,DDJT52024,DDJT52036,DDT125,DDJT130,DDJT525,DDJT52524,DDJT52536,DDJT530,IIPF670,IIPF670E,
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5270 Printer ,SSCT5270SR, $3695.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5170 Wireless Printer ,SSCT5170SR, $2009.32, 
E-Commerce,CA,Vistek,Canon,Printer,Canon Imageprograf IPF670 Large Format Printer ,IIPF670, $1389.00, 
ProFocus,US,Shades of Paper,Epson,Printer,Epson Surecolor T3270 24 Cad Printer ,SSCT3270SR, $2545.00, 
NSP,US,shi,HP,Printer,HP Designjet T12524 Large-Format Printer ,DDJT125, $1201.00, 
NSP,US,PCNation,Epson,Printer,Epson Surecolor T-Series T7000 Inkjet Large Format Printer44 Print Width Color ,SCT7000SE, $3995.00, 
NSP,US,shi,HP,Printer,HP Designjet T12524 Large-Format Printer ,DDJT125, $1201.00, 
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T520 2400 X 1200 Dpi Color Print Quality Wi-Fi Thermal Inkjet Designjet Color Inkjet Printer ,DDJT52024, $1250,Free Shipping
NSP,US,Tiger Direct,HP,Printer,HP Designjet T530 36 Large-Format Printer Color Thermal Inkjet Up To 0.4 Min/Page2400 X1200 Dpi1 Gb Memory Fast Ethernet Hi-Speed Usb 2.0 Wi-Fi Mobile Printing5 Zy62 A#B1 K ,DDJT530, $2449.99, 
ProFocus,US,ITSupplies,Canon,Printer,IPF670 By Canon24 Cad Printer ,IIPF670, $1195.00, 
ProFocus,US,Spectraflow,HP,Printer,HP Designjet T520 24 Inch Printer ,DDJT52024, $1750.00, 
E-Commerce,US,GoVets,HP,Printer,HP Designjet T520 Eprinter Large-Format Printer Color Ink-Jet ,DDJT520, $2679.31, 
E-Commerce,US,B&H,Epson,Printer,Workforce Wf-2750 All-In-One Inkjet Printer ,T40W120, $25.95, 
NSP,US,MacMall,HP,Printer,HP Inc Designjet T1202018 Edition24 Large-Format Printer Color Ink-Jet Roll (24 In X 150 Ft1200 X 1200 Dpi Up To 0.8 Min/Page (Mono Up To 0.8 Min/Page (Color Usb 2.0 Lan Wi-Fi ,DDJT120, $999.00, 
E-Commerce,US,GoVets,HP,Printer,HP Designjet T520 Eprinter Large-Format Printer Color Ink-Jet ,DDJT520, $2025.81, 
E-Commerce,CA,Vistek,Epson,Printer,Epson Surecolor T7270 Printer W Single-Roll Configuration ,SSCT7270SR, $4219.00, 
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T5170 36 In Wireless T-Series Printer Special Offer  ,SSCT5170SR, $1895.00,Free Shipping
ProFocus,US,Spectraflow,HP,Printer,HP Designjet T520 36 Inch Printer ,DDJT52036, $2495.00, 
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T3170 24 In Wireless Desktop Printer Special Offer  ,SSCT3170SR, $895.00,Free Shipping
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T7270 44 In Inkjet Printer Up To 780 Sft/Hr Special Offer  ,SSCT7270SR, $3595.00,Free Shipping
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T3170 Printer Single Roll ,SSCT3170SR, $895.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3470 Printer ,SSCT3470SR, $1722.10, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3270 Printer ,SSCT3270SR, $2795.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3170 Wireless Printer ,SSCT3170SR, $1035.09, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5470 Printer ,SSCT5470SR, $2495.00, 
E-Commerce,CA,Vistek,Epson,Printer,Epson Surecolor T3270 Printer W Single-Roll Configuration ,SSCT3270SR, $3034.00, 
NSP,US,Zones,Epson,Printer,Epson Surecolor T5270 DPrinter ,SSCT5270SR, $4258.99, 
NSP,US,PCNation,Epson,Printer,Epson Surecolor Sct5170 Sr Inkjet Large Format Printer36 Print Width Color ,SCT5170SR, $1750.29, 
E-Commerce,US,GoVets,Epson,Printer,Epson Surecolor Sct5170 Sr Inkjet Large Format Printer36 Print Width Color ,SCT5170SR , $1866.53, 
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T3270 24 In Inkjet Printer Up To 660 Sft/Hr Special Offer  ,SSCT3270SR, $2545.00,Free Shipping
E-Commerce,US,Walmart,HP,Printer,HP Cq893 C#B1 K Designjet T520 Printer W HP Thermal Inkjet Print Technology ,DDJT520, $2495.00,Free Shipping
NSP,CA,Grand&Toy,HP,Printer,HP Designjet T130 Large-Format Printer Color Ink-Jet ,DDJT130, $1442.34, 
E-Commerce,CA,Vistek,HP,Printer,HP Designjet T520 36-In Printer ,DDJT52036, $4099.00, 
ProFocus,US,ITSupplies,HP,Printer,HP Designjet T125 24 Inch Printer ,DDJT125, $1201.00, 
NSP,US,PC Connection,HP,Printer,HP Designjet T520 24 Eprinter ,DDJT52024, Call For Price, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T5170 36 Wireless Printer ,SSCT5170SR, $1895.00, 
E-Commerce,US,Dell,Epson,Printer,Epson T5270 D Inkjet Printer ,SCT5270DR, $4177.99, 
E-Commerce,US,Amazon,Canon,Printer,Canon Imageprograf 670 E Large Format Color Inkjet Printer ,, Sold Out, 
NSP,US,Tiger Direct,HP,Printer,HP Designjet T520 36 Large-Format Printer Inkjet2400 X1200 Dpi1 Gb Ram Up To 0.6 Min/Page,DDJT52036, $2495.00, 
ProFocus,US,ITSupplies,HP,Printer,HP Designjet T525 24-In Printer ,DDJT52524, $2105.00, 
E-Commerce,US,Staples,Epson,Printer,Epson Surecolor T5270 36 Large Format Inkjet Color Printer White ,SSCT5270SR, $3494.49, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T5270 36 Dual Roll Printer ,SSCT5270DR, $4595.00, 
NSP,US,PC Connection,HP,Printer,HP Designjet T520 36 Printer ,DDJT52036, Call For Price, 
NSP,US,PC Connection,HP,Printer,HP Designjet T520 24 Printer ,DDJT52024, Call For Price, 
E-Commerce,US,Staples,Epson,Printer,Epson Surecolor T5270 Single Roll Edition Printer ,SSCT5270SR, $3695.99, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T5270 Printer Dual Roll 36 ,SSCT5270DR, $4595.00, 
ProFocus,US,Shades of Paper,Epson,Printer,Epson Surecolor T7270 44 Cad Printer ,SSCT7270SR, $3595.00, 
E-Commerce,CA,Vistek,Epson,Printer,Epson Surecolor T3470 Printer With Wifi ,SSCT3470SR, $2465.00, 
E-Commerce,US,Staples,Epson,Printer,Epson Surecolor T5470 Wireless 36 Wide Large Format Inkjet Color Printer White ,SSCT5470SR, $2495.99, 
E-Commerce,US,Staples,Epson,Printer,Epson Surecolor T5170 Wireless 36 Large Format Inkjet Color Printer White ,SSCT5170SR, $2159.99, 
NSP,US,PC Connection,HP,Printer,HP Designjet T120 Printer ,DDJT120, Call For Price, 
NSP,US,PC Connection,HP,Printer,HP Designjet T120 Printer ,DDJT120, Call For Price, 
E-Commerce,US,B&H,Epson,Printer,Surecolor T3170 24 Wireless Inkjet Printer ,SSCT3170SR, $895.00,Free Shipping
E-Commerce,US,B&H,Epson,Printer,Surecolor T7270 D 44 Dual Roll Large-Format Inkjet Printer ,SSCT7270SR, $5295.00,Free Shipping
E-Commerce,US,B&H,Epson,Printer,Surecolor T5270 36 Large-Format Inkjet Printer ,SSCT5270SR, $3195.00,Free Shipping
E-Commerce,US,B&H,Epson,Printer,Surecolor T5270 D 36 Dual Roll Large-Format Inkjet Printer ,SSCT5270DR, $4595.00,Shipping Charges Apply 
NSP,US,shi,HP,Printer,HP Designjet T53024 Large-Format Printer ,DDJT530, $2105.00, 
NSP,US,shi,HP,Printer,HP Designjet T53036 Large-Format Printer ,DDJT530, $2995.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5270 36 In Single-Roll Printer ,SSCT5270SR, $3195.00, 
NSP,US,shi,HP,Printer,HP Designjet T52536 Large-Format Printer ,DDJT52536, $2995.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T525 36 In Printer ,DDJT52536, $2495.00, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T5270 Printer Single Roll 36 ,SSCT5270SR, $3195.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T525 24 In Printer ,DDJT52524, $1750.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5270 36 In Dual-Roll Printer ,SSCT5270DR, $4595.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T520 24 In Eprinter ,DDJT52024, $1750.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T520 36 In Eprinter ,DDJT52036, $2495.00, 
ISG,US,Overland Blueprint,Canon,Printer,Canon Imageprograf Ipf780 Ipf785 Printer ,, $2995, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5170 Wireless Printer ,SSCT5170SR, $2009.32, 
E-Commerce,US,BuyVPC,HP,Printer,HP Designjet T520 Inkjet Large Format Printer24 Print Width Color ,DDJT52024, $1750, 
ProFocus,US,ITSupplies,HP,Printer,HP Designjet T525 36-In Printer ,DDJT52536, $2995.00, 
ProFocus,US,ITSupplies,Canon,Printer,Canon IPF670 E Printer 24 Wide Format ,IIPF670E, $899.00, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T7270 Printer Dual Roll 44 ,SSCT7270SR, $5295.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Epson Surecolor T3270 24 In Printer ,SSCT3270SR, $2545.00, 
E-Commerce,CA,Vistek,Epson,Printer,Epson Surecolor T5270 D Printer W Dual-Roll Configuration ,SSCT5270DR, $5419.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Epson Surecolor T5270 36 In Printer Single Roll ,SSCT5270SR, $3195.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Automatic Take-Up Reel System For The Epson T7000 Printer ,, Add To Cart To Show Price, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T7270 Single Roll Edition Printer ,SSCT7270SR, $4995.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T5270 D Dual Roll Edition Printer ,SSCT5270DR, $5995.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Epson Surecolor T7270 44 In Printer Single Roll ,SSCT7270SR, $3595.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T3270 Single Roll Edition Printer ,SSCT3270SR, $2995.00, 
NSP,US,Tiger Direct,Epson,Printer,Epson Surecolor T3170 24 Large-Format Printer Color Inkjet Roll (242400 X1200 Dpi Up To 0.6 Min/Page Gigabit Lan Wi-Fi(N Usb 3.04.3 Display Sct3170 Sr ,SSCT3170SR, , 
NSP,US,MacMall,HP,Printer,HP Inc Designjet T5202018 Edition36 Large-Format Printer Color Ink-Jet A0 Ansi D Roll (36 In X 150 Ft2400 X 1200 Dpi Up To 0.6 Min/Page (Mono Up To 0.6 Min/Page (Color Usb 2.0 Lan Wi-Fi ,DDJT52036, $2495.00, 
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T520 2400 X 1200 Dpi Color Print Quality Wi-Fi Thermal Inkjet Designjet Color Inkjet Printer ,DDJT52024, $1250,Free Shipping
E-Commerce,US,GoVets,Epson,Printer,Epson Surecolor T-Series T5270 Inkjet Large Format Printer36 Print Width Color ,SSCT5270SR, $2660.52, 
E-Commerce,US,B&H,Epson,Printer,Surecolor Multifunction Module For T7270 T7270 D Printers ,SSCT7270SR, $4195.00,Shipping Charges Apply 
E-Commerce,US,B&H,Epson,Printer,Surecolor T7270 D 44 Dual Roll Large-Format Inkjet Printer ,SSCT7270SR, $5295.00,Free Shipping
E-Commerce,US,B&H,Epson,Printer,Surecolor T7270 44 Large-Format Inkjet Printer ,SSCT7270SR, $3595.00,Free Shipping
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T3470 Ultrachrome Xd2 4-Color 24 Inch Printer Single Roll ,SSCT3470SR, $1895.00, 
E-Commerce,US,B&H,HP,Printer,Designjet T120 24 Professional Printer ,DDJT120PRO, $999.99,Free Shipping
E-Commerce,US,B&H,HP,Printer,Designjet T120 24 Large-Format Inkjet Printer ,DDJT120, $549.99,Free Shipping
E-Commerce,US,Dell,Epson,Printer,Epson T3270 Inkjet Printer ,SCT3270SR, $2238.99,Free Shipping
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5270 Printer ,SSCT5270SR, $3695.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5170 Wireless Printer ,SSCT5170SR, $2009.32, 
NSP,CA,Grand&Toy,Epson,Printer,Epson Surecolor T5270 Single Roll Large-Format Printer Color Ink-Jet ,SSCT5270SR, $3358.06, 
NSP,US,MacMall,Epson,Printer,Epson Surecolor T7270 Single Roll Edition Printer44 Large-Format Printer ,SSCT7270SR, $4995.00, 
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T520 36 Large-Format Inkjet Printer Office Bundle ,DDJT520BUNDLE, $1996,Free Shipping
NSP,CA,Grand&Toy,Epson,Printer,Epson Surecolor T7270 Large-Format Printer Color Ink-Jet ,SSCT7270SR, $3604.93, 
NSP,CA,Grand&Toy,Epson,Printer,Epson Surecolor T5470 Large-Format Printer Color Ink-Jet ,SSCT5470SR, $2827.83, 
NSP,CA,Grand&Toy,Epson,Printer,Epson Surecolor T3470 Large-Format Printer Color Ink-Jet ,SSCT3470SR, $2310.52, 
NSP,CA,Grand&Toy,Epson,Printer,Epson Surecolor T3270 Large-Format Printer Color Ink-Jet ,SSCT3270SR, $2715.74, 
E-Commerce,US,BuyVPC,Epson,Printer,Epson Surecolor Sct3170 Sr Inkjet Large Format Printer24 Print Width Color ,SCT3170SR, $868, 
NSP,CA,Grand&Toy,Epson,Printer,Epson Surecolor T5170 Large-Format Printer Color Ink-Jet ,SSCT5170SR, $2497.44, 
E-Commerce,US,Amazon,HP,Printer,HP T520 Design Jet Wireless 24-In E-Printer ,, $2105.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T7270 Printer ,SSCT7270SR, $4595.00, 
ProFocus,US,ITSupplies,Epson,Printer,Epson Surecolor T5270 D36 Dual Roll Printer ,SSCT5270DR, $4595.00, 
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T520 36 Large-Format Inkjet Printer Essential Bundle ,DDJT520BUNDLE, $1999,Free Shipping
ProFocus,US,ITSupplies,Epson,Printer,Epson Surecolor T7270 D44 Dual Roll Printer ,SSCT7270SR, $5295.00, 
ProFocus,US,Shades of Paper,Epson,Printer,Epson Surecolor T5170 Wireless Printer ,SSCT5170SR, $1895.00, 
E-Commerce,US,Walmart,Canon,Printer,Canon Imageprograf IPF670 ELarge-Format Printer Color Ink-Jet ,IIPF670E, $1192.99,Free Shipping
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T5470 36 In Workgroup Inkjet Printer Special Offer  ,SSCT5470SR, $1979.00,Free Shipping
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T5270 36 In Inkjet Printer Up To 740 Sft/Hr Special Offer  ,SSCT5270SR, $3195.00,Free Shipping
ProFocus,US,LexJet,HP,Printer,HP Designjet T120 24-In Eprinter ,DDJT120, $1203.50, 
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T3270 Screen Print Edition 24 In Printer Special Offer  ,SSCT3270SP, $3045.00,Free Shipping
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T5270 D Dual Roll 36 In Inkjet Printer Special Offer  ,SSCT5270DR, $4845.00,Free Shipping
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T7270 D Dual Roll 44 In Inkjet Printer Special Offer  ,SSCT7270SR, $5295.00,Free Shipping
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5270 36 In Dual-Roll Printer ,SSCT5270DR, $4595.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3470 Printer ,SSCT3470SR, $1722.10, 
NSP,US,shi,HP,Printer,HP Designjet T53036 Large-Format Printer ,DDJT530, $2995.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5470 Printer ,SSCT5470SR, $2495.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5270 36 In Single-Roll Printer ,SSCT5270SR, $3195.00, 
NSP,US,Tiger Direct,Epson,Printer, Epson Surecolor T7270 D 44 Large-Format Printer Color Inkjet Roll (442880 X1440 Dpi Up To 780.4 Sq.Ft/Hour Usb 2.0 Gigabit Lan Status Lcd Cutter Sct7270 Dr ,SSCT7270SR, , 
NSP,US,Tiger Direct,Epson,Printer, Epson Surecolor T5270 36 Large-Format Printer Single Roll Color Inkjet Roll (362880 X1440 Dpi Up To 739.5 Sq.Ft/Hour Usb 2.0 Gigabit Lan Status Lcd Sct5270 Sr ,SSCT5270SR, , 
E-Commerce,US,BuyVPC,HP,Printer,HP Designjet T520 Inkjet Large Format Printer36 Print Width Color ,DDJT52036, $2495, 
NSP,US,shi,HP,Printer,HP Designjet T520 Eprinter ,DDJT520, $2105.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T525 36 In Printer ,DDJT52536, $2495.00, 
NSP,US,Tiger Direct,Epson,Printer, Epson Surecolor T7270 44 Large-Format Printer Color Inkjet Roll (442880 X1440 Dpi Up To 780.4 Sq.Ft/Hour Usb 2.0 Gigabit Lan Status Lcd Cutter Sct7270 Sr ,SSCT7270SR, , 
NSP,US,shi,HP,Printer,HP Designjet T520 Eprinter ,DDJT520, $2995.00, 
NSP,US,shi,HP,Printer,HP Designjet T520 Eprinter ,DDJT520, $2995.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3270 Printer ,SSCT3270SR, $2795.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5270 Printer ,SSCT5270SR, $3695.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T7270 Printer ,SSCT7270SR, $4595.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3170 Wireless Printer ,SSCT3170SR, $1035.09, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T5470 Printer ,SSCT5470SR, $2495.00, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T5270 36 Single Roll Printer ,SSCT5270SR, $3195.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3470 Printer ,SSCT3470SR, $1722.10, 
NSP,US,MacMall,Epson,Printer,Epson Surecolor T5470 Printer36 Large-Format Printer ,SSCT5470SR, $2995.00, 
E-Commerce,US,Amazon,Epson,Printer,Epson Surecolor T3170 24 Wireless Desktop Printer ,SSCT3170SR, $972.96, 
NSP,US,Zones,Epson,Printer,Epson Surecolor T5270 Single Roll Printer ,SSCT5270SR, $3048.99, 
NSP,US,Zones,Epson,Printer,Epson Surecolor T3170 Printer ,SSCT3170SR, $1033.99, 
NSP,US,Zones,Epson,Printer,Epson Surecolor T5170 Printer ,SSCT5170SR, $2148.99, 
NSP,US,CDW,HP,Printer,HP Designjet T530 Large-Format Printer Color Ink-Jet ,DDJT530, $1750.00, 
NSP,US,Tiger Direct,HP,Printer,HP Designjet T120 24 Large-Format Printer Color Inkjet60 A1/D Prints Per Hour1200 X1200 Dpi Usb 2.0 Gige Wi-Fi4.3 Lcd Touchscreen Cq891 C#B1 K ,DDJT120, $999.00, 
NSP,US,MacMall,Epson,Printer,Epson Surecolor T5170 Wireless Printer36 Large-Format Printer ,SSCT5170SR, $1895.00, 
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T5270 36 Inch Printer Single Roll ,SSCT5270SR, $3195.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T5170 Wireless Printer Printer ,SSCT5170SR, $1895.00, 
NSP,US,shi,HP,Printer,HP Designjet T13024 Large-Format Printer ,DDJT130, $1201.00, 
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T5270 36 Inch Printer Double Roll ,SSCT5270DR, $4595.00, 
ISG,US,Overland Blueprint,Epson,Printer,Epson Surecolor T7270 T7270 DPrinter ,SSCT7270SR, $3245, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T3270 Single Roll Edition Refurbished Printer ,SSCT3270SR, $1620.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T7270 D Dual Roll Edition Refurbished Printer ,SSCT7270SR, $3560.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T3270 Screen Print Edition Printer ,SSCT3270SP, $3495.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T7270 D Dual Roll Edition Printer ,SSCT7270SR, $6995.00, 
ProFocus,US,Laube,Epson,Printer,Epson Surecolor T5170 36 Inch Wireless Printer ,SSCT5170SR, $1895.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T5270 D Dual Roll Edition Refurbished Printer ,SSCT5270DR, $2860.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T7270 Single Roll Edition Refurbished Printer ,SSCT7270SR, $2435.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T5270 Single Roll Edition Refurbished Printer ,SSCT5270SR, $1980.00, 
E-Commerce,US,HP,HP,Printer,HP Designjet T120 24-In (610-Mm Printer ,DDJT120, $1201.00, 
E-Commerce,US,BuyVPC,Epson,Printer,Epson Surecolor Sct5170 Sr Inkjet Large Format Printer36 Print Width Color ,SCT5170SR, $1805, 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T2530 Multifunction Printer Series ,, $9895, 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T2530 Multifunction Printer Series ,, $8395, 
ISG,US,Overland Blueprint,Epson,Printer,Epson Surecolor T7270 T7270 DPrinter ,SSCT7270SR, $3495, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T5270 36 Single Roll Printer ,SSCT5270SR, $3195.00, 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T1700 Printer Series ,, $4495, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T7270 Printer Single Roll 44 ,SSCT7270SR, $3595.00, 
ISG,US,Overland Blueprint,Canon,Printer,Canon Imageprograf Tx-3000 Printer ,, $5395, 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T1700 Printer Series ,, $4995 Plus (1000 Cash Back), 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T930 Printer Series ,, $3995 Plus (500 Cash Back), 
E-Commerce,US,GoVets,Epson,Printer,Epson Surecolor Sct3170 Sr Inkjet Large Format Printer24 Print Width Color ,SCT3170SR , $913.01, 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T930 Printer Series ,, $4495, 
ISG,US,Overland Blueprint,Epson,Printer,Epson Surecolor T5270 T5270 DPrinter ,SSCT5270SR, $2495, 
ISG,US,Overland Blueprint,Epson,Printer,Epson Surecolor T5270 T5270 DPrinter ,SSCT5270SR, $2995 Plus (250 Cash Back), 
ISG,US,Overland Blueprint,Canon,Printer,Canon Imageprograf Ipf770 Printer ,, $2495, 
ISG,US,Overland Blueprint,Epson,Printer,Epson Surecolor T5470 Wireless Printer ,SSCT5470SR, $1295, 
ISG,US,Overland Blueprint,Canon,Printer,Canon Imageprograf Tm-300 Tm-305 Printer ,, $3595, 
ISG,US,Overland Blueprint,Epson,Printer,Epson Surecolor T5470 Wireless Printer ,SSCT5470SR, $1201, 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T1530 Printer ,, $6495, 
ISG,US,Overland Blueprint,HP,Printer,HP Designjet T1530 Printer ,, $5995, 
E-Commerce,US,GoVets,Epson,Printer,Epson Surecolor T-Series T7270 Inkjet Large Format Printer44 Print Width Color ,SSCT7270SR, $2910.57, 
ISG,US,Overland Blueprint,Canon,Printer,Canon Imageprograf Tx-4000 Printer ,, $6695, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T3470 24 Large Format Printer With Wifi ,SSCT3470SR, $1895.00, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T7270 44 Dual Roll Printer ,SSCT7270SR, $5295.00, 
E-Commerce,US,Walmart,HP,Printer,HP Designjet T120 24-In Printer ,DDJT120, $649.00,No_Data 
NSP,US,PCNation,Epson,Ink,Epson Ultrachrome Hd T760 Original Ink Cartridge ,T760520, $40.42, 
E-Commerce,US,Staples,Canon,Ink,Canon Pfi-103 Gy (2213 B001 Aa Gray Ink Cartridge ,, $84.49, 
NSP,US,PCNation,Epson,Ink,Epson Ultrachrome Hd T760 Original Ink Cartridge ,T760920, $40.42, 
NSP,US,PCNation,Epson,Ink,Epson Ultrachrome Hd T760 Original Ink Cartridge ,T760720, $40.42, 
NSP,US,CDW,Epson,Ink,Epson T6921 Photo Black Original Ink Cartridge ,T692100, $66.00, 
NSP,US,CDW,Epson,Ink,Epson T6924 Yellow Original Ink Cartridge ,T692400, $66.00, 
E-Commerce,US,B&H,HP,Ink,711 Yellow Ink Cartridge (29 Ml3-Pack) ,HESPIN24, $60.41,Free Shipping
E-Commerce,US,Walmart,HP,Ink,HP 711 38-Ml Black Designjet Ink Cartridge ,, Price Range$35To35,No_Data 
NSP,US,CDW,Epson,Ink,Epson T6925 Matte Black Original Ink Cartridge ,T692500, $66.00, 
NSP,US,PCNation,Epson,Ink,Epson Ultrachrome Hd T760 Original Ink Cartridge ,T760220, $40.42, 
E-Commerce,US,GoVets,HP,Ink,HP 711 Original Ink Cartridge Single Pack ,, $50.46, 
NSP,US,PCNation,Epson,Ink,Epson Ultrachrome Hd T760 Original Ink Cartridge ,T760820, $40.42, 
E-Commerce,US,Staples,Canon,Ink,Canon2212 B001 Ink130 Ml Black ,, $85.99, 
E-Commerce,US,GoVets,HP,Ink,HP 711 Original Ink Cartridge Single Pack ,, $25.90, 
E-Commerce,US,Staples,Canon,Ink,Canon2211 B001 Ink130 Ml Matte Black ,, $85.99, 
E-Commerce,US,GoVets,HP,Ink,HP 711 Original Ink Cartridge Multi-Pack ,, $52.25, 
E-Commerce,US,B&H,HP,Ink,711 Magenta Ink Cartridge (29 Ml3-Pack) ,HEMICT120, $60.41,Free Shipping
E-Commerce,US,GoVets,HP,Ink,HP 711 Original Ink Cartridge Single Pack ,, $25.90, 
NSP,US,CDW,Epson,Ink,Epson T6944 Yellow Original Ink Cartridge ,T694400, $265.00, 
E-Commerce,US,GoVets,HP,Ink,HP 711 Original Ink Cartridge Multi-Pack ,, $52.25, 
E-Commerce,US,GoVets,HP,Ink,HP 711 Original Ink Cartridge Single Pack ,, $31.13, 
NSP,US,CDW,Epson,Ink,Epson T6922 Cyan Original Ink Cartridge ,T692200, $66.00, 
E-Commerce,US,GoVets,HP,Ink,HP 711 Original Ink Cartridge Single Pack ,, $25.90, 
NSP,US,CDW,Epson,Ink,Epson T6934 Yellow Original Ink Cartridge ,T693400, $161.00, 
E-Commerce,US,B&H,Epson,Ink,T850300 Ultrachrome Hd Vivid Magenta Ink Cartridge (80 Ml) ,T619300, $58.00,Free Shipping
NSP,US,CDW,Epson,Ink,Epson T6945 Matte Black Original Ink Cartridge ,T694500, $265.00, 
NSP,US,CDW,Epson,Ink,Epson T6932 Cyan Original Ink Cartridge ,T693200, $161.00, 
NSP,US,CDW,Epson,Ink,Epson T6931 Photo Black Original Ink Cartridge ,T693100, $161.00, 
NSP,US,CDW,Epson,Ink,Epson T6943 Magenta Original Ink Cartridge ,T694300, $265.00, 
NSP,US,CDW,Epson,Ink,Epson T6923 Magenta Original Ink Cartridge ,T692300, $66.00, 
